A0,34
A1,75
A2,10
A3,64
A4,82
A5,41
A6,78
A7,93
A8,34
A9,61
A10,84
A11,66
A12,103
A13,20
A14,109
A15,49
A16,110
A17,32
A18,98
A19,88
A20,89
A21,66
A22,98
A23,11
A24,55
A25,109
A26,18
A27,109
A28,40
A29,23
A30,52
A31,85
A32,22
A33,98
A34,10
A35,32
A36,23
A37,55
A38,100
A39,78
A40,51
A41,106
A42,16
A43,29
A44,109
A45,104
A46,56
A47,106
A48,98
A49,76
A50,53
A51,92
A52,17
A53,99
A54,65
A55,18
A56,102
A57,17
A58,58
A59,13
A60,61
A61,110
A62,43
A63,38
A64,77
A65,57
A66,103
A67,14
A68,106
A69,47
A70,72
A71,54
A72,95
A73,34
A74,59
A75,30
A76,97
A77,15
A78,43
A79,64
A80,30
A81,93
A82,92
A83,80
A84,24
A85,41
A86,11
A87,61
A88,96
A89,49
A90,28
A91,32
A92,43
A93,31
A94,64
A95,13
A96,59
A97,36
A98,37
A99,41
A100,104
A101,67
A102,34
A103,77
A104,18
A105,108
A106,18
A107,72
A108,25
A109,70
A110,49
A111,94
A112,47
A113,48
A114,40
A115,48
A116,39
A117,31
A118,45
A119,106
A120,100
A121,65
A122,94
A123,24
A124,20
A125,63
A126,56
A127,13
A128,100
A129,52
A130,103
A131,75
A132,99
A133,85
A134,71
A135,48
A136,103
A137,47
A138,91
A139,69
A140,72
A141,99
A142,87
A143,40
A144,35
A145,36
A146,98
A147,61
A148,59
A149,38
A150,94
A151,80
A152,101
A153,11
A154,104
A155,38
A156,65
A157,65
A158,85
A159,88
A160,72
A161,35
A162,75
A163,39
A164,70
A165,22
A166,99
A167,15
A168,96
A169,109
A170,33
A171,72
A172,94
A173,66
A174,107
A175,94
A176,86
A177,59
A178,57
A179,81
A180,24
A181,45
A182,28
A183,98
A184,97
A185,71
A186,25
A187,18
A188,91
A189,76
A190,61
A191,64
A192,20
A193,81
A194,36
A195,11
A196,35
A197,52
A198,42
A199,48
A200,94
A201,43
A202,12
A203,47
A204,102
A205,64
A206,34
A207,100
A208,11
A209,39
A210,101
A211,12
A212,91
A213,33
A214,50
A215,91
A216,90
A217,44
A218,109
A219,58
A220,18
A221,46
A222,53
A223,60
A224,103
A225,33
A226,100
A227,36
A228,96
A229,91
A230,24
A231,85
A232,101
A233,54
A234,20
A235,72
A236,62
A237,79
A238,102
A239,32
A240,66
A241,39
A242,62
A243,11
A244,84
A245,65
A246,80
A247,26
A248,52
A249,26
A250,48
A251,110
A252,23
A253,37
A254,49
A255,75
A256,72
A257,32
A258,37
A259,26
A260,11
A261,68
A262,52
A263,46
A264,99
A265,84
A266,102
A267,36
A268,81
A269,105
A270,32
A271,78
A272,35
A273,92
A274,87
A275,79
A276,37
A277,28
A278,23
A279,109
A280,107
A281,101
A282,57
A283,84
A284,83
A285,25
A286,43
A287,81
A288,26
A289,66
A290,47
A291,102
A292,90
A293,45
A294,96
A295,82
A296,85
A297,52
A298,90
A299,65
A300,31
A301,104
A302,78
A303,34
A304,46
A305,103
A306,74
A307,109
A308,84
A309,61
A310,25
A311,89
A312,24
A313,85
A314,67
A315,57
A316,15
A317,82
A318,45
A319,107
A320,107
A321,68
A322,17
A323,70
A324,13
A325,97
A326,98
A327,46
A328,108
A329,40
A330,53
A331,36
A332,99
A333,105
A334,61
A335,24
A336,94
A337,39
A338,33
A339,81
A340,44
A341,73
A342,11
A343,16
A344,107
A345,88
A346,75
A347,47
A348,17
A349,30
A350,45
A351,46
A352,32
A353,57
A354,106
A355,58
A356,43
A357,52
A358,79
A359,95
A360,17
A361,55
A362,86
A363,96
A364,53
A365,31
A366,97
A367,33
A368,83
A369,53
A370,72
A371,12
A372,10
A373,70
A374,51
A375,54
A376,86
A377,108
A378,40
A379,24
A380,101
A381,68
A382,14
A383,61
A384,109
A385,74
A386,102
A387,101
A388,26
A389,110
A390,100
A391,56
A392,34
A393,110
A394,35
A395,68
A396,71
A397,30
A398,57
A399,96
A400,52
A401,22
A402,101
A403,26
A404,46
A405,24
A406,30
A407,101
A408,71
A409,37
A410,18
A411,26
A412,96
A413,96
A414,33
A415,50
A416,19
A417,56
A418,49
A419,27
A420,81
A421,83
A422,59
A423,74
A424,90
A425,77
A426,92
A427,35
A428,105
A429,28
A430,22
A431,23
A432,36
A433,84
A434,97
A435,64
A436,98
A437,64
A438,11
A439,51
A440,41
A441,45
A442,71
A443,62
A444,83
A445,108
A446,67
A447,99
A448,46
A449,80
A450,91
A451,85
A452,11
A453,61
A454,89
A455,79
A456,16
A457,64
A458,67
A459,109
A460,110
A461,85
A462,109
A463,44
A464,46
A465,24
A466,12
A467,58
A468,104
A469,19
A470,21
A471,41
A472,86
A473,47
A474,94
A475,54
A476,31
A477,94
A478,62
A479,68
A480,54
A481,11
A482,102
A483,17
A484,106
A485,76
A486,63
A487,21
A488,38
A489,76
A490,24
A491,38
A492,103
A493,35
A494,75
A495,92
A496,62
A497,60
A498,97
A499,104
A500,108
A501,32
A502,93
A503,90
A504,83
A505,30
A506,104
A507,58
A508,89
A509,32
A510,45
A511,72
A512,103
A513,90
A514,51
A515,72
A516,15
A517,96
A518,70
A519,87
A520,74
A521,14
A522,46
A523,84
A524,79
A525,36
A526,80
A527,102
A528,101
A529,14
A530,12
A531,104
A532,105
A533,79
A534,97
A535,56
A536,68
A537,64
A538,31
A539,80
A540,73
A541,82
A542,26
A543,105
A544,45
A545,47
A546,60
A547,39
A548,49
A549,56
A550,12
A551,71
A552,96
A553,86
A554,45
A555,34
A556,14
A557,81
A558,50
A559,48
A560,106
A561,92
A562,61
A563,101
A564,47
A565,96
A566,12
A567,45
A568,44
A569,62
A570,63
A571,63
A572,64
A573,37
A574,12
A575,22
A576,71
A577,17
A578,109
A579,77
A580,77
A581,57
A582,50
A583,12
A584,86
A585,18
A586,76
A587,20
A588,38
A589,64
A590,41
A591,63
A592,18
A593,57
A594,54
A595,103
A596,17
A597,53
A598,41
A599,60
A600,20
A601,10
A602,69
A603,65
