A0,33
A1,15
A2,79
A3,34
A4,46
A5,69
A6,89
A7,22
A8,19
A9,76
A10,33
A11,109
A12,44
A13,87
A14,52
A15,19
A16,104
A17,103
A18,68
A19,65
A20,76
A21,40
A22,45
A23,101
A24,16
A25,19
A26,23
A27,49
A28,60
A29,110
A30,81
A31,73
A32,55
A33,53
A34,45
A35,85
A36,49
A37,59
A38,11
A39,79
A40,79
A41,100
A42,27
A43,76
A44,103
A45,93
A46,110
A47,109
A48,25
A49,28
A50,59
A51,88
A52,32
A53,64
A54,104
A55,82
A56,32
A57,37
A58,74
A59,37
A60,68
A61,110
A62,73
A63,83
A64,66
A65,28
A66,25
A67,95
A68,100
A69,108
A70,100
A71,33
A72,57
A73,60
A74,92
A75,76
A76,30
A77,106
A78,56
A79,29
A80,43
A81,20
A82,75
A83,34
A84,52
A85,63
A86,104
A87,11
A88,86
A89,34
A90,69
A91,109
A92,12
A93,26
A94,52
A95,62
A96,95
A97,86
A98,79
A99,75
A100,74
A101,29
A102,63
A103,98
A104,106
A105,56
A106,42
A107,76
A108,82
A109,19
A110,68
A111,54
A112,63
A113,105
A114,68
A115,100
A116,53
A117,90
A118,76
A119,29
A120,25
A121,46
A122,79
A123,86
A124,88
A125,26
A126,55
A127,61
A128,108
A129,73
A130,22
A131,14
A132,84
A133,47
A134,66
A135,85
A136,34
A137,22
A138,52
A139,82
A140,19
A141,49
A142,102
A143,77
A144,100
A145,95
A146,101
A147,102
A148,89
A149,54
A150,98
A151,63
A152,95
A153,99
A154,105
A155,107
A156,24
A157,99
A158,68
A159,108
A160,71
A161,95
A162,108
A163,99
A164,85
A165,33
A166,100
A167,97
A168,83
A169,89
A170,106
A171,70
A172,49
A173,59
A174,96
A175,50
A176,24
A177,26
A178,28
A179,86
A180,35
A181,73
A182,57
A183,14
A184,64
A185,23
A186,29
A187,75
A188,60
A189,56
A190,69
A191,45
A192,50
A193,10
A194,28
A195,89
A196,54
A197,61
A198,32
A199,102
A200,70
A201,40
A202,42
A203,64
A204,39
A205,41
A206,107
A207,99
A208,95
A209,69
A210,77
A211,20
A212,78
A213,69
A214,90
A215,15
A216,33
A217,47
A218,108
A219,86
A220,27
A221,58
A222,102
A223,63
A224,85
A225,102
A226,86
A227,66
A228,55
A229,108
A230,84
A231,96
A232,62
A233,48
A234,48
A235,70
A236,87
A237,49
A238,56
A239,17
A240,105
A241,71
A242,74
A243,80
A244,100
A245,17
A246,24
A247,40
A248,95
A249,27
A250,61
A251,103
A252,18
A253,55
A254,88
A255,83
A256,105
A257,56
A258,45
A259,55
A260,87
A261,101
A262,99
A263,39
A264,101
A265,23
A266,70
A267,110
A268,51
A269,101
A270,60
A271,59
A272,31
A273,86
A274,95
A275,13
A276,14
A277,12
A278,97
A279,69
A280,68
A281,14
A282,40
A283,88
A284,38
A285,18
A286,67
A287,82
A288,78
A289,72
A290,65
A291,13
A292,16
A293,62
A294,41
A295,97
A296,73
A297,51
A298,23
A299,64
A300,34
A301,100
A302,106
A303,72
A304,53
A305,101
A306,70
A307,104
A308,67
A309,20
A310,76
A311,100
A312,102
A313,108
A314,17
A315,37
A316,88
A317,57
A318,20
A319,26
A320,82
A321,93
A322,77
A323,44
A324,59
A325,41
A326,51
A327,49
A328,92
A329,49
A330,21
A331,49
A332,91
A333,20
A334,18
A335,79
A336,50
A337,103
A338,10
A339,74
A340,41
A341,34
A342,41
A343,86
A344,63
A345,54
A346,101
A347,56
A348,102
A349,83
A350,30
A351,49
A352,102
A353,42
A354,91
A355,59
A356,42
A357,95
A358,56
A359,109
A360,78
A361,96
