A0,40
A1,95
A2,49
A3,91
A4,22
A5,109
A6,80
A7,57
A8,51
A9,41
A10,72
A11,33
A12,92
A13,11
A14,17
A15,94
A16,32
A17,99
A18,76
A19,91
A20,53
A21,86
A22,107
A23,92
A24,40
A25,21
A26,65
A27,68
A28,97
A29,12
A30,60
A31,41
A32,44
A33,35
A34,14
A35,62
A36,87
A37,52
A38,74
A39,84
A40,22
A41,23
A42,82
A43,71
A44,79
A45,95
A46,58
A47,40
A48,17
A49,72
A50,34
A51,104
A52,53
A53,85
A54,45
A55,108
A56,104
A57,38
A58,33
A59,92
A60,80
A61,63
A62,12
A63,31
A64,61
A65,79
A66,30
A67,105
A68,23
A69,51
A70,23
A71,75
A72,84
A73,80
A74,24
A75,33
A76,17
A77,13
A78,30
A79,52
A80,108
A81,94
A82,29
A83,36
A84,92
A85,108
A86,47
A87,73
A88,20
A89,89
A90,37
A91,98
A92,22
A93,70
A94,44
A95,88
A96,71
A97,67
A98,59
A99,88
A100,11
A101,24
A102,46
A103,47
A104,107
A105,63
A106,81
A107,54
A108,83
A109,48
A110,53
A111,107
A112,79
A113,102
A114,77
A115,96
A116,93
A117,35
A118,63
A119,99
A120,30
A121,26
A122,36
A123,61
A124,96
A125,21
A126,87
A127,103
A128,88
A129,47
A130,83
A131,91
A132,27
A133,81
A134,17
A135,52
A136,54
A137,76
A138,58
A139,38
A140,69
A141,64
A142,11
A143,26
A144,13
A145,30
A146,34
A147,103
A148,82
A149,95
A150,19
A151,101
A152,100
A153,96
A154,97
A155,35
A156,102
A157,18
A158,106
A159,66
A160,57
A161,35
A162,82
A163,11
A164,75
A165,56
A166,27
A167,25
A168,13
A169,13
A170,91
A171,26
A172,90
A173,14
A174,64
A175,79
A176,98
A177,44
A178,27
A179,27
A180,31
A181,84
A182,82
A183,52
A184,65
A185,49
A186,75
A187,87
A188,54
A189,84
A190,60
A191,66
A192,88
A193,90
A194,43
A195,24
A196,27
A197,19
A198,56
A199,99
A200,70
A201,72
A202,107
A203,64
A204,82
A205,21
A206,105
A207,40
A208,107
A209,82
A210,65
A211,109
A212,54
A213,82
A214,80
A215,26
A216,67
A217,104
A218,48
A219,103
A220,16
A221,110
A222,110
A223,32
A224,95
A225,76
A226,53
A227,54
A228,108
A229,67
A230,19
A231,95
A232,26
A233,109
A234,35
A235,28
A236,84
A237,85
A238,70
A239,75
A240,22
A241,98
A242,29
A243,67
A244,104
A245,65
A246,30
A247,91
A248,31
A249,11
A250,22
A251,14
A252,93
A253,103
A254,65
A255,103
A256,101
A257,85
A258,42
A259,93
A260,82
A261,61
A262,33
A263,80
A264,27
A265,45
A266,103
A267,27
A268,29
A269,41
A270,28
A271,108
A272,63
A273,21
A274,34
A275,56
A276,45
A277,73
A278,31
A279,13
A280,38
A281,43
A282,33
A283,96
A284,65
A285,43
A286,66
A287,39
A288,54
A289,106
A290,101
A291,21
A292,12
A293,68
A294,97
A295,44
A296,55
A297,62
A298,83
A299,96
A300,23
A301,92
A302,98
A303,98
A304,72
A305,68
A306,12
A307,46
A308,84
A309,66
A310,42
A311,56
A312,101
A313,13
A314,40
A315,73
A316,55
A317,52
A318,81
A319,66
A320,43
A321,36
A322,71
A323,32
A324,72
A325,88
A326,91
A327,23
A328,88
A329,13
A330,51
A331,73
A332,48
A333,94
A334,19
A335,64
A336,61
A337,40
A338,79
A339,25
A340,105
A341,104
A342,37
A343,18
A344,103
A345,99
A346,82
A347,61
A348,85
A349,96
A350,17
A351,40
A352,104
A353,30
A354,40
A355,87
A356,108
A357,65
A358,94
A359,51
A360,44
A361,107
A362,51
A363,79
A364,20
A365,80
A366,100
A367,18
A368,77
A369,63
A370,106
A371,86
A372,74
A373,107
A374,77
A375,101
A376,21
A377,104
A378,97
A379,89
A380,57
A381,103
A382,19
A383,103
A384,86
A385,53
A386,43
A387,65
A388,39
A389,39
A390,40
A391,48
A392,71
A393,89
A394,22
A395,29
A396,53
A397,15
A398,72
A399,86
A400,36
A401,68
A402,40
A403,93
A404,94
A405,12
A406,45
A407,62
A408,12
A409,14
A410,102
A411,89
A412,95
A413,45
A414,59
A415,34
A416,89
A417,67
A418,77
A419,44
A420,51
A421,29
A422,61
A423,24
A424,93
A425,101
A426,74
A427,103
A428,35
A429,28
A430,14
A431,49
A432,95
A433,37
A434,62
A435,75
A436,58
A437,106
A438,77
A439,11
A440,17
A441,21
A442,99
A443,84
A444,24
A445,21
A446,36
A447,79
A448,101
A449,49
A450,15
A451,50
A452,30
A453,64
A454,78
A455,30
A456,56
A457,24
A458,50
A459,88
A460,74
A461,25
A462,65
A463,19
A464,36
A465,71
A466,86
A467,53
A468,63
A469,14
A470,79
A471,41
A472,34
A473,89
A474,24
A475,27
A476,53
A477,92
A478,77
A479,80
A480,21
A481,14
A482,68
A483,51
A484,66
A485,100
A486,88
A487,72
A488,79
A489,73
A490,34
A491,18
A492,103
A493,35
A494,53
A495,68
A496,53
A497,22
A498,47
A499,46
A500,58
A501,60
A502,81
A503,99
A504,36
A505,33
A506,58
A507,107
A508,93
A509,102
A510,91
A511,35
A512,50
A513,99
A514,105
A515,65
A516,63
A517,93
A518,82
A519,39
A520,95
A521,32
A522,92
A523,71
A524,17
A525,92
A526,98
A527,108
A528,52
A529,95
A530,103
A531,80
A532,59
A533,99
A534,26
A535,35
A536,90
A537,41
A538,57
A539,64
A540,85
A541,67
A542,55
A543,52
A544,25
A545,57
A546,103
A547,33
A548,28
A549,69
A550,53
A551,57
A552,96
A553,64
A554,78
A555,90
A556,58
A557,40
A558,19
A559,62
A560,97
A561,42
A562,94
A563,84
A564,98
A565,56
A566,32
A567,46
A568,28
A569,77
A570,43
A571,98
A572,86
A573,92
A574,41
A575,36
A576,43
A577,27
A578,79
A579,24
A580,63
A581,63
A582,11
A583,99
A584,18
A585,24
A586,25
A587,87
A588,86
A589,54
A590,89
A591,65
A592,18
A593,12
A594,91
A595,59
A596,18
A597,91
A598,34
A599,22
A600,96
A601,73
A602,90
A603,15
A604,99
A605,94
A606,59
A607,66
A608,98
A609,43
A610,37
A611,37
A612,46
A613,90
A614,54
A615,42
A616,47
A617,108
A618,63
A619,98
A620,84
A621,94
A622,89
A623,95
A624,102
A625,44
A626,50
A627,62
A628,12
A629,39
A630,36
A631,42
A632,94
A633,27
A634,30
A635,21
A636,44
A637,96
A638,92
A639,70
A640,37
A641,93
A642,96
A643,11
A644,97
A645,77
A646,36
A647,104
A648,92
A649,12
A650,23
A651,82
A652,107
A653,89
A654,62
A655,65
A656,29
A657,57
A658,57
A659,71
A660,94
A661,72
A662,83
A663,37
A664,48
A665,93
A666,59
A667,58
A668,59
A669,35
A670,16
A671,47
A672,87
A673,18
A674,27
A675,48
A676,39
A677,18
A678,51
A679,82
A680,12
A681,31
A682,76
A683,85
A684,110
A685,17
A686,101
A687,88
A688,101
A689,50
A690,61
A691,82
A692,89
A693,22
A694,108
A695,33
A696,30
A697,95
A698,63
A699,90
A700,43
A701,93
A702,45
A703,32
A704,21
A705,46
A706,89
A707,63
A708,34
A709,49
A710,68
A711,11
A712,16
A713,93
A714,74
A715,76
A716,21
A717,83
A718,110
A719,20
A720,32
A721,110
A722,72
A723,15
A724,23
A725,45
A726,86
A727,90
A728,50
A729,47
A730,60
A731,109
A732,56
A733,43
A734,25
A735,95
A736,28
A737,47
A738,101
A739,50
A740,14
A741,38
A742,65
A743,76
A744,64
A745,108
A746,89
A747,13
A748,62
A749,49
A750,20
A751,34
A752,33
A753,32
A754,44
A755,59
A756,96
A757,91
A758,11
A759,39
A760,101
A761,31
A762,91
A763,67
A764,54
A765,92
A766,61
A767,28
A768,63
A769,76
A770,53
A771,61
A772,64
A773,66
A774,109
A775,73
A776,42
A777,44
A778,36
A779,43
A780,72
A781,61
A782,60
A783,31
A784,105
A785,53
A786,56
A787,78
A788,71
A789,106
A790,37
A791,76
A792,75
A793,47
A794,73
A795,64
A796,109
A797,78
A798,102
A799,37
A800,104
A801,57
A802,78
A803,31
A804,82
A805,13
A806,36
A807,56
A808,84
A809,84
A810,36
A811,65
A812,27
A813,89
A814,90
A815,87
A816,42
A817,12
A818,79
A819,62
A820,92
A821,60
A822,41
A823,102
A824,63
A825,101
A826,13
A827,101
A828,51
A829,100
A830,94
A831,34
A832,83
A833,42
A834,92
A835,39
A836,87
A837,51
A838,67
A839,42
A840,45
A841,24
A842,67
A843,83
A844,22
A845,74
A846,73
A847,15
A848,83
A849,66
A850,83
A851,47
A852,23
A853,94
A854,95
A855,69
A856,43
A857,18
A858,36
A859,28
A860,50
A861,72
A862,53
A863,39
A864,50
A865,15
A866,110
A867,20
A868,96
A869,23
A870,83
A871,22
A872,105
A873,43
A874,13
A875,31
A876,51
A877,13
A878,78
A879,58
A880,61
A881,79
A882,17
A883,97
A884,32
A885,57
A886,46
A887,32
A888,87
A889,99
A890,55
A891,97
A892,98
A893,18
A894,22
A895,55
A896,96
A897,35
A898,67
A899,67
A900,59
A901,84
A902,60
A903,22
A904,70
A905,71
A906,94
A907,27
A908,101
A909,31
A910,40
A911,11
A912,34
A913,69
A914,56
A915,84
A916,24
A917,103
A918,81
A919,66
A920,74
A921,91
A922,43
A923,62
A924,44
A925,39
A926,47
A927,104
A928,49
A929,41
A930,96
A931,17
A932,21
A933,60
A934,87
A935,81
A936,46
A937,45
A938,95
A939,100
A940,18
A941,102
A942,87
A943,51
A944,69
A945,12
A946,82
A947,50
A948,38
A949,33
A950,62
A951,36
A952,42
A953,100
A954,12
A955,84
A956,80
A957,41
A958,104
A959,95
A960,71
A961,86
A962,72
A963,91
A964,66
A965,61
A966,92
A967,50
A968,50
A969,90
A970,105
A971,34
A972,91
A973,61
A974,17
A975,11
A976,34
A977,17
A978,26
A979,14
A980,85
A981,14
A982,50
A983,79
A984,26
A985,22
A986,17
A987,95
A988,88
A989,33
A990,85
A991,97
A992,74
A993,89
A994,89
A995,106
A996,94
A997,67
A998,90
A999,76
A1000,86
A1001,70
A1002,35
A1003,32
A1004,60
A1005,93
A1006,50
A1007,73
A1008,57
A1009,89
A1010,21
A1011,18
A1012,32
A1013,66
A1014,66
A1015,47
A1016,79
A1017,35
A1018,68
A1019,97
A1020,72
A1021,60
A1022,91
A1023,83
A1024,85
A1025,31
A1026,100
A1027,76
A1028,79
A1029,41
A1030,100
A1031,58
A1032,25
A1033,39
A1034,51
A1035,85
A1036,34
A1037,31
A1038,38
A1039,67
A1040,77
A1041,37
A1042,41
A1043,21
A1044,59
A1045,33
A1046,36
A1047,53
A1048,49
A1049,110
A1050,93
A1051,54
A1052,94
A1053,39
A1054,63
A1055,82
A1056,43
A1057,71
A1058,23
A1059,33
A1060,89
A1061,11
A1062,63
A1063,23
A1064,41
A1065,13
A1066,71
A1067,50
A1068,68
A1069,83
A1070,24
A1071,97
A1072,49
A1073,50
A1074,34
A1075,72
A1076,83
A1077,19
A1078,47
A1079,30
A1080,14
A1081,104
A1082,96
A1083,73
A1084,107
A1085,30
A1086,25
A1087,42
A1088,12
A1089,30
A1090,30
A1091,96
A1092,97
A1093,43
A1094,51
A1095,62
A1096,110
A1097,47
A1098,98
A1099,93
A1100,24
A1101,50
A1102,107
A1103,91
A1104,64
A1105,70
A1106,22
A1107,21
A1108,78
A1109,24
A1110,34
A1111,30
A1112,16
A1113,20
A1114,67
A1115,69
A1116,61
A1117,51
A1118,90
A1119,21
A1120,54
A1121,62
A1122,103
A1123,58
A1124,58
A1125,19
A1126,11
A1127,72
A1128,83
A1129,64
A1130,75
A1131,46
A1132,35
A1133,14
A1134,74
A1135,42
A1136,18
A1137,28
A1138,34
A1139,27
A1140,27
A1141,103
A1142,57
A1143,40
A1144,48
A1145,106
A1146,38
A1147,17
A1148,19
