A0,96
A1,84
A2,51
A3,73
A4,31
A5,88
A6,94
A7,96
A8,24
A9,57
A10,85
A11,63
A12,82
A13,52
A14,34
A15,32
A16,13
A17,13
A18,100
A19,53
A20,91
A21,64
A22,42
A23,26
A24,94
A25,42
A26,17
A27,48
A28,108
A29,105
A30,65
A31,83
A32,35
A33,35
A34,79
A35,73
A36,19
A37,42
A38,35
A39,43
A40,22
A41,73
A42,30
A43,90
A44,76
A45,34
A46,76
A47,42
A48,109
A49,107
A50,48
A51,33
A52,107
A53,28
A54,99
A55,92
A56,19
A57,28
A58,102
A59,103
A60,49
A61,105
A62,78
A63,37
A64,69
A65,21
A66,60
A67,93
A68,68
A69,83
A70,62
A71,23
A72,16
A73,74
A74,18
A75,110
A76,78
A77,96
A78,32
A79,106
A80,12
A81,96
A82,15
A83,33
A84,56
A85,49
A86,36
A87,44
A88,27
A89,69
A90,91
A91,15
A92,72
A93,101
A94,99
A95,104
A96,59
A97,55
A98,93
A99,98
A100,80
A101,98
A102,82
A103,12
A104,99
A105,69
A106,47
A107,84
A108,64
A109,31
A110,89
A111,99
A112,32
A113,91
A114,56
A115,70
A116,62
A117,38
A118,43
A119,82
A120,77
A121,64
A122,70
A123,19
A124,38
A125,42
A126,16
A127,47
A128,46
A129,110
A130,106
A131,20
A132,20
A133,26
A134,77
A135,90
A136,38
A137,15
A138,48
A139,84
A140,13
A141,61
A142,60
A143,38
A144,95
A145,35
A146,80
A147,79
A148,99
A149,99
A150,83
A151,84
A152,20
A153,88
A154,30
A155,95
A156,72
A157,89
A158,45
A159,64
A160,43
A161,34
A162,97
A163,58
A164,48
A165,21
A166,14
A167,73
A168,38
A169,55
A170,21
A171,105
A172,89
A173,100
A174,19
A175,51
A176,65
A177,27
A178,74
A179,83
A180,11
A181,71
A182,70
A183,16
A184,97
A185,43
A186,66
A187,65
A188,22
A189,38
A190,70
A191,73
A192,82
A193,83
A194,72
A195,84
A196,45
A197,81
A198,20
A199,106
A200,27
A201,29
A202,80
A203,32
A204,70
A205,15
A206,83
A207,110
A208,62
A209,35
A210,26
A211,12
A212,44
A213,41
A214,85
A215,96
A216,104
A217,80
A218,27
A219,107
A220,93
A221,45
A222,83
A223,45
A224,92
A225,35
A226,103
A227,79
A228,80
A229,16
A230,106
A231,73
A232,15
A233,65
A234,98
A235,100
A236,71
A237,93
A238,76
A239,84
A240,54
A241,82
A242,33
A243,24
A244,70
A245,101
A246,103
A247,101
A248,42
A249,96
A250,12
A251,97
A252,10
A253,45
A254,96
A255,23
A256,24
A257,71
A258,31
A259,95
A260,64
A261,90
A262,57
A263,59
A264,20
A265,47
A266,81
A267,20
A268,89
A269,16
A270,24
A271,18
A272,84
A273,62
A274,26
A275,99
A276,56
A277,84
A278,78
A279,29
A280,42
A281,20
A282,78
